"Display Name","Phone","Email","Mobile","Salesperson","Activities","City","Street","Street2","Country","Company","Occupation","Industry","TA Type","Tax ID","Type","Created on"
"Công ty CP Bất động sản S-Property","","nguyentoquynh59@gmail.com","","","","","Tầng 4, tòa nhà Sun City, số 13 phố Hai Bà Trưng, phường Tràng Tiền, quận Hoàn Kiếm, thành phố Hà Nội, Việt Nam","","","","","","","0109186320","","2024-02-23 18:39:51"
"CÔNG TY CP BẤT ĐỘNG SẢN VÀ DU LỊCH EBINO","","","","","","","","","Vietnam","","","","","","","2025-10-31 16:31:59"
"Công ty CP BECIS Việt nam","","cuong.phan@be-cis.com","","","","","Căn số A-00.03, Tầng trệt, Chung cư lô C1, số 06 đường D9, Phường An Lợi Đông, TP. Thủ Đức, TPHCM, Việt Nam","","","","","","","0314761206","","2024-02-26 20:12:17"
"Công ty CP Bệnh Viện Mắt Sài Gòn - Vinh","","","","","","","","","Vietnam","","","","","","","2026-03-23 20:56:15"
"Công ty CP Bệnh Viện Mắt Sài Gòn - Vinh","","linh.nguyen05@matsaigon.com","","","","","Bệnh Viện Mắt Sài Gòn - Vinh , đại lộ V.I Lê Nin, P.Hà Huy Tập, TP.Vinh, Nghệ An, Việt Nam","","","","","","","2900840485","","2025-01-07 11:24:56"
"Công ty CP Bệnh Viện Mắt Sài Gòn - Vinh.","","linh.nguyen05@matsaigon.com","","","","","Bệnh viện Mắt Sài Gòn - Vinh, Đại lộ V.I Lê Nin, Phường Vinh Phú, Tỉnh Nghệ An, Việt Nam","","","","","","","2900840485","","2025-10-21 13:10:08"
"Công ty CP Bệnh Viện Mắt Sài Gòn - Vinh.","","","","","","","","","","","","","","","","2024-11-01 20:50:09"
"CÔNG TY CP BỆNH VIỆN MẮT SÀI GÒN-VINH","","","","","","","","","Vietnam","","","","","","","2024-11-02 08:34:00"
"CÔNG TY CP BỆNH VIỆN MẮT SÀI GÒN- VINH","","","","","","","","","Vietnam","","","","","","","2024-11-02 08:32:13"
"CÔNG TY CP BỆNH VIỆN SÀI GÒN HÀ TĨNH","","","","","","","","","Vietnam","","","","","","","2026-02-07 19:29:53"
"CÔNG TY CP CHĂN NUÔI GIA LAI","","","","","","","","","Vietnam","","","","","","","2025-04-27 22:07:28"
"CÔNG TY CP CHÂU SƠN TOÀN CẦU","","","","","","","","","Vietnam","","","","","","","2026-03-30 09:47:36"
"CÔNG TY CP CHỨNG KHOÁN NGÂN HÀNG CÔNG THƯƠNG VIỆT NAM – CHI NHÁNH TP. HỒ CHÍ MINH","","thienbtn@cts.vn","'+84 97 724 66 4","","","","49 Tôn Thất Đạm, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","","","","Chứng khoán","Tài chính, ngân hàng và bảo hiểm","","0101078450-001","Corporate","2024-03-19 16:17:16"
"Công ty CP Chuỗi Thực phẩm TH","","","","","","","","","Vietnam","","","","","","","2025-12-11 17:52:48"
"Công ty CP chuyên gia, giải pháp, sáng tạo","","escketoan@gmail.com","","","","","Số 11, ngõ 2 Phố Đại Từ, Phường Định Công, Thành phố Hà Nội, Việt Nam","","","","","","","0110437480","","2026-01-20 12:19:12"
"Công ty CP chuyên gia, giải pháp, sáng tạo","","escketoan@gmail.com","","","","","Số 101 Phố Huế, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam.","","","","","","","0110437480","","2024-08-06 20:56:14"
"CONG TY CP CNSH BIONET VIỆT NAM","","","","","","","","","Vietnam","","","","","","","2025-11-06 17:51:04"
"CÔNG TY CP CỔNG MÂY","","","","","","","Tầng 16, Tòa nhà Daeha Business Center, 360 Kim Mã, Phường Giảng Võ, TP Hà Nội","","","","","Bất Động sản","","0108781937","Corporate","2025-10-15 15:35:43"
"CÔNG TY CP CÔNG NGHỆ GIÁO DỤC TRƯỜNG HỌC TRỰC TUYẾN","","hanhchinhhcm@onschool.edu.vn","","","","","Tầng 3, Tòa nhà 17T4, số 01 Nguyễn Huy Tưởng, Phường Thanh Xuân  Thành phố Hà Nội","","Vietnam","","","","","0109263857","","2025-11-08 22:04:47"
"CÔNG TY CP CÔNG NGHỆ VÀ TM SYSTECH","","","","","","","","","","","","","","","","2023-12-13 19:41:49"
"CÔNG TY CP CÔNG NGHỆ VÀ TRUYỀN THÔNG DAGORAS","","admin@dagoras.io","","","","","Tầng 2, Số nhà 26, đường Nguyễn Công Hoan, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội, Việt Nam","","","","","","","0109236860","","2024-01-09 17:49:54"
"Công Ty CP Cửa Amadoor","","","","","","","","","Vietnam","","","","","","","2024-08-18 21:07:44"
"CÔNG TY CP ĐÀO TẠO - KIỂM ĐỊNH - ĐO KIỂM MÔI TRƯỜNG","","","","","","","","","Vietnam","","","","","","","2024-12-24 10:29:50"
"Công ty CP Đào tạo và sự kiện MONOS","","bdhmonos@gmail.com","","","","","Tầng 5+6 số 172 Yên Lãng, phường Láng Hạ, quận Đống Đa, TP Hà Nội","","","","Giáo dục","Giáo dục và đào tạo","","0110417149","Corporate","2025-06-28 23:30:09"
"Công ty Cp Đá tự nhiên Vns","","","","","","","","","","","","","","","","2023-12-07 17:07:32"
"CÔNG TY CP ĐẦU TƯ CHĂN NUÔI CÔNG NGHỆ CAO QUANG MINH","","","","","","","Thôn Mai Hồng 1, Xã Tân An, Huyện Văn Bàn, Tỉnh Lào Cai, Việt Nam","","","","","","","0110238132","","2025-05-08 08:11:10"
"CÔNG TY CP ĐẦU TƯ ĐẠI THẮNG HOLDINGS","","","","","","","","","Vietnam","","","","","","","2026-03-11 21:25:27"
"CÔNG TY CP ĐẦU TƯ DU LỊCH HÙNG CƯỜNG","","","","","","","","","Vietnam","","","","","","","2025-12-19 22:57:55"
"CÔNG TY CP ĐẦU TƯ IDJ VIỆT NAM","","linhnk@apec.com.vn","","","","","Tầng 3, tòa nhà TTTM Grand Plaza, 117 Trần Duy Hưng, P. Trung Hòa, Q. Cầu Giấy, TP. Hà Nội","","","","","","","0102186593","","2024-09-24 11:36:18"
"Công ty CP Đầu Tư MMH Supply","","mmhsupply.sp@gmail.com","","","","","ố 41, Ngõ 102 Khuất Duy Tiến, Nhân Chính, Thanh Xuân, Hà Nội","","","","","","","0110673135","","2025-02-24 11:15:48"
"CÔNG TY CP ĐẦU TƯ NĂNG LƯỢNG TÁI TẠO WIN QUẢNG TRỊ","0356677680","nhan.dtt@shanxiwin.com","","","","","Tầng 6, Tòa nhà Toserco, Số 273 Phố Kim Mã, Phường Giảng Võ, Quận Ba Đình, Thành phố Hà Nội, Việt Nam","","","","","","","0109033620","","2024-12-05 21:08:27"
"Công ty CP Đầu Tư Phát Triển Gia Định","","ntmthao@gdi.vn","","","","","số 5 Nguyễn Gia Thiều, P Võ Thị Sáu, Quận 3","","","","Bất động sản","Bất Động sản","","0305141929","Corporate","2025-05-08 10:32:28"
"CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG SÀI GÒ","","","","","","","","","Vietnam","","","","","","","2025-03-25 19:33:24"
"CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG SÀI GÒN","","thudieu1128@gmail.com","","","","","219 quốc lộ 13, Phường 26, quận Bình Thạnh, TP. HCM","","","","","","","0302348354","","2025-03-25 19:34:40"
"CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN QUẢN LÝ NHÀ HÀNG KHÁCH SẠN BKTM GROUP","","bktmgroup@gmail.com","","","","","Số 135 đường số 30 KDC Tân Quy Đông, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh","","","","","","","0316149126","","2024-10-12 12:55:23"
"Công ty CP Đầu tư phát triển xây dựng đô thị Tân Thái Bình Dương","","","","","","","","","Vietnam","","","","","","","2025-02-11 09:07:54"
"Công ty CP Đầu tư phát triển xây dựng đô thị Tân Thái Bình Dương","","","","","","","","","Vietnam","","","","","","","2025-02-09 20:57:38"
"CÔNG TY CP ĐẦU TƯ TỔNG HỢP TRUYỀN THÔNG DS","","info@dreamstudio.vn","","","","","ầng 9, tòa nhà Royal, 180 Triệu Việt Vương, P Nguyễn Du, Q Hai Bà Trưng, Hà Nội","","","","","","","0105595650","","2024-10-05 12:55:20"
"CÔNG TY CP ĐẦU TƯ TTREALTY","","","","","","","","","Vietnam","","","","","","","2026-02-02 14:23:35"
"Công ty CP Đầu Tư và Du Lịch Golden Dragon","","goldendragonketoan@gmail.com;tien.ttc@gdragon.vn;huong.ln@gdragon.vn","","","","","Tầng 4 tại Trung Tâm Thương Mại Saigon Mall, số 19 Cao Thắng, phường Bàn Cờ, thành phố Hồ Chí Minh, Việt Nam","","","","","","","0318644292","","2026-02-04 13:02:18"
"CÔNG TY CP ĐẦU TƯ - VẬN TẢI - DU LỊCH HOÀNG VIỆT","","","","","","","","","","","","","GIT/FIT","","Travel Agent","2024-07-10 13:50:20"
"CÔNG TY CP ĐẦU TƯ VÀ PHÁT TRIỂN DỊCH VỤ VIỆT","","","","","","","","","Vietnam","","","","","","","2025-01-22 14:18:38"
"CÔNG TY CP ĐẦU TƯ VÀ THƯƠNG MẠI HỒNG HẢI - CHI NHÁNH BẮC NINH ","","","","","","","Số 151 Nguyễn Đăng Đạo, Phường Tiền An, Thành phố Bắc Ninh, Bắc Ninh, , Việt Nam","","","","","","","2400369451-007","","2024-09-14 10:18:31"
"CÔNG TY CP ĐẦU TƯ VÀ THƯƠNG MẠI PHƯƠNG CHÂU","","","","","","","","","Vietnam","","","","","","","2026-01-22 16:57:57"
"CÔNG TY CP ĐẦU TƯ – XÂY DỰNG – THƯƠNG MẠI DALAT LAND","","","","","","","","","Vietnam","","","","","","","2025-05-10 23:17:00"
"CÔNG TY CP ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI TÂN HOÀNG LONG","","","","","","","","","Vietnam","","","","","","","2025-03-27 11:55:09"
"CÔNG TY CP ĐẦU TƯ XÂY DỰNG VÀ KHAI THÁC KHOÁNG SẢN VIỆT LONG","","","","","","","","","Vietnam","","","","","","","2025-03-06 19:31:35"
"Công ty CP Địa ốc Đà Lạt","","","","","","","số 25 Trần Phú, Phường Xuân Hương Đà Lạt, tỉnh Lâm Đồng","","","","","","","5800000142","","2026-02-02 16:10:13"
"CÔNG TY CP DỊCH VỤ DU LỊCH HÀ NỘI VIỆT NAM","","ketoanhvntravel@gmail.com","","","","","Số 66 ngõ 34 Hoàng Cầu, Phường Ô Chợ Dừa,  Thành Phố Hà Nội, Việt Nam","","","","","","","0107587817","","2025-09-12 15:05:46"
"Công ty CP Dịch Vụ Du Lịch Và Thương Mại Thiên Phú","","","","","","","","","Vietnam","","","","","","","2025-12-22 15:39:40"
"CÔNG TY CP DỊCH VỤ KHÁCH SẠN KIM THÀNH","","","","","","","","","Vietnam","","","","","","","2024-10-06 07:40:50"
"CÔNG TY CP DỊCH VỤ THƯƠNG MẠI ATA","","","","","","","","","Vietnam","","","","","","","2025-12-03 15:48:17"
"CÔNG TY CP DỊCH VỤ VÀ GIẢI PHÁP XỬ LÝ DỮ LIỆU VBEE","","hr@vbee.ai","","","","","Số 160E Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Thành phố Hà Nội, Việt Nam","","","","","","","0108150995","","2024-10-02 18:13:52"
"CÔNG TY CP DINH DƯỠNG NÔNG NGHIỆP AGRICO","","","","","","","","","Vietnam","","","","","","","2025-10-10 08:19:13"
"CÔNG TY CP ĐT BDS HAPPY HOUSE","","","","","","","","","Vietnam","","","","","","","2024-10-24 11:44:56"
"Công ty CPĐT TM Thái Binh","","","","","","","","","Vietnam","","","","","","","2024-08-22 18:07:32"
"CÔNG TY CP ĐTXD TM TÂN HOÀNG LONG","","","","","","","Khối 4, Thị Trấn Quán Hành, Huyện Nghi Lộc, Tỉnh Nghệ An, Việt Nam","","","","","","","2901138127","","2025-03-26 21:06:02"
"CÔNG TY CP DU LỊCH JANUS","","hmchoadon@gmail.com","","","","","Số 72 Lê Duẩn, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, Việt Nam","","","","","","GIT/FIT","0106292708","Travel Agent","2025-10-21 14:25:20"
"CÔNG TY CP DU LỊCH KHÁCH SẠN BẠCH ĐẰNG","","acc@paulchabothotel.com","","","","","Số 40 Điện Biên Phủ – Phường Minh Khai – Quận Hồng Bàng – TP.Hải Phòng - Việt Nam","","","","","","","0200606207","","2024-12-02 10:27:12"
"Công ty CP du lịch quốc tế An Pha","","bookingdulichanpha@gmail.com","","","","","Số 11 Minh Khai, Phường Hồng Bàng, Tp Hải Phòng, Việt Nam","","","","","","","0201809922","","2026-03-26 21:30:22"
"CÔNG TY CP DU LỊCH QUỐC TẾ HÀNH TRÌNH CHÂU Á","","acc@asianwaytravel.com","","","","","Số 64, ngõ 6A, Ngõ Chợ Khâm Thiên, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, Việt Nam","","","","","","GIT/FIT","0101879080","Travel Agent","2024-10-11 11:24:54"
"CÔNG TY CP DU LỊCH SINH THÁI THANH VÂN","","","","","","","","","Vietnam","","","","","","","2025-02-28 10:40:12"
"CÔNG TY CP DU LỊCH & THƯƠNG MẠI MẶT TRỜI VIỆT","","","","","","","","","Vietnam","","","","","","","2024-10-30 21:00:05"
"CÔNG TY CP DU LỊCH VÀ THƯƠNG MẠI YOURTOUR VIỆT NAM","","","","","","","","","Vietnam","","","","","","","2025-10-20 12:40:16"
"CÔNG TY CP DU LỊCH VÀ THƯƠNG MẠI YOURTOUR VIỆT NAM","","acc@yourtour.vn","","","","","Số 5 ngách 68/68/45, tổ 16, đường Nguyễn Văn Linh, Phường Long Biên, Tp.Hà Nội, Việt Nam","","","","","","GIT/FIT","0106 637 180","Travel Agent","2025-06-05 13:23:08"
"Công ty CP Du Lịch và Tổ chức sự kiện Việt Mỹ","","","","","","","","","Vietnam","","","","","","","2025-08-21 16:22:59"
"CÔNG TY CP DƯỢC LÂM ĐỒNG a(LADOPHAR)","","phuong.nguyenngocthanh@ladophar.com","","","","","SỐ 18 ĐƯỜNG NGÔ QUYỀN, PHƯỜNG CAM LY - ĐÀ LẠT, TỈNH LÂM ĐỒNG, VIỆT NAM","","","","","","","5800000047","","2026-03-05 16:57:22"
"CÔNG TY CP DƯỢC LÂM ĐỒNG (LADOPHAR)","","nhu.tranthiquynh@ladophar.com","","","","","Số 18 đường Ngô Quyền, Phường 6, Thành phố Đà Lạt, Tỉnh Lâm Đồng, Việt Nam","","","","","","","5800000047","","2025-02-17 17:56:23"
"CÔNG TY CP DƯỢC LÂM ĐỒNG (LADOPHAR)","","nhu.tranthiquynh@ladophar.com","","","","","Số 18 đường Ngô Quyền, Phường 6, Thành phố Đà Lạt, Tỉnh Lâm Đồng, Việt Nam","","","","","","","5800000047","","2025-02-16 17:26:21"
"CÔNG TY CP DƯỢC LÂM ĐỒNG (LADOPHAR)","","noratran91@gmail.com","","","","","Số 18 đường Ngô Quyền, Phường 6, Thành phố Đà Lạt, Tỉnh Lâm Đồng Việt Nam","","","","","","","5800000047","","2024-09-13 17:15:46"
"CÔNG TY CP DƯỢC PHẨM AGIMEXPHARM","","","","","","","","","","","","","","","","2024-03-28 17:01:12"
"CÔNG TY CP DƯỢC PHẨM MEDX","","","","","","","","","Vietnam","","","","","","","2026-02-11 11:03:51"
"CÔNG TY CP DƯỢC - TRANG THIẾT BỊ Y TẾ BÌNH ĐỊNH (BIDIPHAR)","","","","","","Thành Phố Quy Nhơn","498 Nguyễn Thái Học","phường Quang Trung","Vietnam","","","","","4100259564","","2024-05-19 15:23:55"
"CÔNG TY CP DV & TVXD TRƯỜNG THANH","","thaonhipeanut@gmail.com","","","","","Số 32 đường Đào Tấn, Phường Trường An, Thành phố Huê, Tỉnh Thừa Thiên Huế, Việt Nam","","","","","","","3301644772","","2024-08-11 16:36:19"
"CÔNG TY CP ENTOBEL BÀ RỊA - VŨNG TÀU","","","","","","","","","Vietnam","","","","","","","2025-12-14 16:31:46"
"CÔNG TY CP GẠCH MEN CHANG YIH","","minh661991@gmail.com","","","","","KCN Nhơn Trạch 1, Huyện Nhơn Trạch, Tỉnh Đồng Nai, Việt Nam","","","","Sản xuất gạch men","Xây dựng","","3600477135","Corporate","2025-02-10 11:02:17"
"Công ty CP GCOMM Solutions","","","","","","","Lầu 4 Tòa nhà Mayfair, 102ABC Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","","Vietnam","","","","","0317063489","","2024-08-27 10:47:25"
"Công ty CP GCOMM SOLUTIONS","","","","","","","","","Vietnam","","","","","","","2026-04-02 14:15:15"
"Công ty CP GCOMM SOLUTIONS","","","","","","","","","Vietnam","","","","","","","2026-01-30 13:03:46"
"CÔNG TY CP GF EDUCATION INVEST","","lien.vtp@greenfield.edu.vn","","","","","486 Nguyễn Thị Minh Khai, Phường Bàn Cờ, Tp. Hồ Chí Minh","","","","","Giáo dục và đào tạo","","0316537351","Corporate","2025-12-05 10:03:37"
"Công ty CP giải pháp ánh sáng Alis Lighting","","","","","","","","","Vietnam","","","","","","","2026-03-19 06:00:38"
"Công ty CP giải pháp ánh sáng Alis Lighting","","","","","","","","","Vietnam","","","","","","","2026-03-19 05:56:38"
"Công ty CP giải pháp ánh sáng Alis Lighting","","","","","","","","","Vietnam","","","","","","","2026-03-19 05:56:21"
"Công ty CP giải pháp ánh sáng Alis Lighting","","","","","","","","","Vietnam","","","","","","","2025-01-15 16:43:14"
"CÔNG TY CP GIẢI PHÁP PHÁT TRIỂN ĐÔNG A","","","","","","","","","Vietnam","","","","","","","2025-01-04 01:22:18"
"Công ty CP Giải trí HCC Việt Nam","","","","","","","","","Vietnam","","","","","","","2024-09-21 11:21:20"
"CÔNG TY CP GREENCANAL VIỆT NAM","","acc@greencanal.com","","","","","Phòng 468, Tầng 4,Số 142 Đội Cấn, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam","","","","","","","0105664840","","2025-11-03 09:53:51"
"CÔNG TY CP HÀNG HẢI DẦU KHÍ HẢI DƯƠNG","","","","","","","","","","","","","","","","2024-01-15 18:38:02"
"CÔNG TY CP HÀ NỘI BITCAR LÀO CAI","","","","","","","KM2+900 Đại lộ Trần Hưng Đạo, Phường Bắc Cường, Thành phố Lào Cai, Tỉnh Lào Cai, Việt Nam","","","","","","","5300816944","","2025-05-06 13:38:48"
"Công ty CP hạ tầng viễn thông CMC","","","","","","","","","","","","","","","","2023-09-13 12:55:12"
"Công ty CP Hoàng Thành","","","","","","","","","Vietnam","","","","","","","2025-12-16 09:22:23"
"Công ty CP hợp tác quốc tế Cema","","hoptacquotecema@gmail.com","","","","","Nhà 05 - TT2, khu liền kề IEC, Đường Vũ Lăng, Xã Tứ Hiệp, Huyện Thanh Trì, TP Hà Nội","","","","","","GIT/FIT","0109018615","Travel Agent","2024-09-05 13:39:49"
"CÔNG TY CP IPP VIGOR GROUP","","nguyenthivananh0102@gmail.com","","","","","Tầng 1 Số 4, Nguyễn Thị Minh Khai, Phường Sài Gòn, TP Hồ Chí Minh, Việt Nam","","","","","","","0314562144","","2025-08-16 07:53:46"
"CÔNG TY CP JP PARK","","","","","","","","","Vietnam","","","","","","","2025-05-11 17:50:51"
"Công ty CP Khách sạn Thong Dong Quán","","","","","","","01 Phạm Ngũ Lão, phường Thuận Hoá, Thành phố Huế, Việt Nam","","","","","","","","","2025-11-13 22:35:24"
"CÔNG TY CP KHAI THÁC VÀ ĐẦU TƯ PHÚ DOANH","","","","","","","","","Vietnam","","","","","","","2025-10-20 22:22:10"
"Công ty CP Kiểm Định Quốc Tế VIG","","Viggemlab@gmail.com","","","","Yên Bái","Tổ 7, Phường Yên Thịnh","","Vietnam","","","","","5200907852","","2025-07-25 22:39:58"
"CÔNG TY CP KIẾN TRÚC VÀ NỘI THẤT KINGDECOR","","thanhvuonginter.jsc@gmail.com","","","","","Lô 28 - Thanh xuân Residence, số 35 Lê Văn Thiêm, P, Thanh Xuân Trung, Q. Thanh Xuân, Hà Nội","","","","","","","0107503246","","2023-12-05 16:18:23"
"CÔNG TY CP KIẾN TRÚC XÂY DỰNG VÀ NỘI THẤT ROYALHOME VIỆT NAM","","hanh@thaiholdings.com.vn","","","","","Số 7 ngõ 167 Vạn Phúc, phường Hà Đông,  TP Hà Nội, Việt Nam","","","","Xây dựng","Xây dựng","","0106706130","Corporate","2025-01-06 15:44:52"
"CÔNG TY CP KIẾN TRÚC XÂY DỰNG VÀ NỘI THẤT ROYALHOME VIỆT NAM","","diemdn@thaiholdings.com.vn","","","","","Số 7 ngõ 167 Vạn Phúc, phường Hà Đông,  TP Hà Nội, Việt Nam","","","","","","","0106706130","","2024-12-23 12:52:28"
"Công ty CP Kiến trúc Xây dựng XCONS Viêt Nam","","hcns@xhome.com.vn","","","","","Tầng 3, số 168 Đường Láng, Phường Thịnh Quang, Quận Đống Đa, TP Hà Nội, Việt Nam","","","","","","","0107370081","","2024-05-13 11:36:39"
"Công Ty CP Kinh Doanh Chế Biến Thuỷ Sản Và Xuất Nhập Khẩu Quốc Việt","","","","","","","","","Vietnam","","","","","","","2025-06-04 07:30:15"
"Công ty CP kinh doanh đầu tư Next Trend","","","","","","","","","Vietnam","","","","","","","2025-09-09 19:53:07"
"CÔNG TY CP K PRODUCTS","","","","","","","","","Vietnam","","","","","","","2024-04-05 17:18:18"
"Công ty CP kỹ thuật năng lượng Tâm Thành Phát","","","","","","","","","Vietnam","","","","","","","2025-05-25 07:16:41"
"CÔNG TY CP LẮP ĐẶT ĐIỆN NƯỚC IEE-24/7","","","","","","","","","Vietnam","","","","","","","2024-07-14 15:24:12"
"Công Ty CP Liên Tinh","","","","","","","","","Vietnam","","","","","","","2024-05-12 14:52:30"
"Công ty CP LTTP Colusa-Miliket","","","","","","","","","Vietnam","","","","","","","2025-08-25 15:05:20"
"CÔNG TY CP MAISON RETAIL MANAGEMENT INTERNATIONAL","","thaoluu@maisonrmi.com","","","","","189-197 Dương Bá Trạc, Phường 1, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","","","","Bán buôn vải, may mặc","Thời trang","","0313175103","Corporate","2024-09-27 14:14:33"
"CÔNG TY CP MẠNG XÃ HỘI TINH TẾ","","","","","","","","","Vietnam","","","","","","","2025-02-09 11:51:14"
"CÔNG TY CP MVILLAGE","","","","","","","","","Vietnam","","","","","","","2026-03-19 15:58:24"
"Công ty cp mỹ phẩm thiên nhiên Cỏ Mềm","","","","","","","","","","","","","","","","2024-01-10 17:30:25"
"CÔNG TY CP NAFOODS GROUP","","anbt@nafoods.com","","","","","Số 47, Nguyễn Cảnh Hoan, Phường Vinh Hưng, Tỉnh Nghệ An, Việt Nam","","","","Thực phẩm","Bán buôn thực phẩm","","2900326375","Corporate","2025-04-17 09:30:12"
"CÔNG TY CP NGỌC HỘI AN","","Doan.Dang@ihg.com","","","","","Khối Xuyên Trung, Phường Hội An, Thành phố Đà Nẵng, Việt Nam","","","","Dịch vụ lưu trú ngắn ngày","Dịch vụ du lịch, lưu trú và ăn uống","","4000379610","Corporate","2025-03-26 16:53:58"
"CÔNG TY CP NÔNG SẢN THỰC PHẨM QUẢNG NGÃI","","","","","","","","","Vietnam","","","","","","","2026-03-29 20:24:50"
"Công ty cp organic việt one oso","","","","","","","","","Vietnam","","","","","","","2025-06-04 12:12:37"
"Công ty CP OSR Việt Nam","","","","","","","","","Vietnam","","","","","","","2025-12-23 10:36:37"
"Công ty CP Parkway Holding","","","","","","","","","Vietnam","","","","","","","2026-01-14 09:17:09"
"Công ty CP Parkway Holding ","","","","","","","","","Vietnam","","","","","","","2026-01-19 11:22:00"
"CÔNG TY CP PHẦN MỀM MOR","","","","","","","","","Vietnam","","","","","","","2024-04-07 22:54:28"
"Công ty CP Phần mềm trực tuyến và thương mại điện tử","","","","","","","","","","","","","","","","2023-10-10 15:02:39"
"Công ty CP Phân phối Công nghiệp T & C","","buithuanh@t-cid.com","","","","","6A, ngõ 49 Tô Ngọc Vân, phường Quảng An, quận Tây Hồ, hà nội","","","","","","","0101788450","","2023-08-09 15:35:22"
"Công ty Cp phát hành sách TP.HCM-fahasa","","","","","","","","","Vietnam","","","","","","","2025-10-03 15:14:05"
"Công TY CP Phát Hành Sách Tp.HCM-Fahasa","","nguyenhien.fahasa@gmail.com","","","","","60-62 lê lợi , P. Sài Gòn, TP.HCM","","","","","","","0304132047","","2025-10-07 13:10:27"
"Công ty cp phát triển công nghệ & môi trường TDP","","anhthu219@gmail.com","","","","","số 4, khu tập thể viện khoa học NNVN, xã Vĩnh Quỳnh, huyện Thanh Trì, TP Hà Nội","","","","Khoa học công nghệ","Ngành khác","","0107946664","Corporate","2024-09-26 13:18:58"
"Công ty cp phát triển đô thị Angkora","","","","","","","","","Vietnam","","","","","","","2024-10-28 23:52:22"
"Công ty CP Phát Triển Giáo Dục Bảo Linh","","","","","","","","","","","","","","","","2023-12-15 22:14:55"
"CÔNG TY CP PHÁT TRIỄN TRUYỀN THÔNG VIETPRO","","truyenthongcongty@gmail.com","","","","","80 ĐƯỜNG 14, KHÔ ĐÔ THỊ VẠN PHÚC, PHƯỜNG HIỆP BÌNH PHƯỚC, THÀNH PHỐ THỦ ĐỨC, THÀNH PHỐ HÒ CHÍ MINH, VIỆT NAM","","","","","","","0313298472","","2023-09-05 20:13:34"
"Công Ty CP Phú Quốc Trần Thái","","Reception@vcre.com.vn","","","","","Tổ 18, khu phố 9, Đặc khu Phú Quốc, Tỉnh An Giang, Việt Nam","","","","","","","1701736840","Corporate","2026-04-03 16:16:02"
"Công ty CP Quảng cáo và Sự kiện An Việt","","trangnm.anviet@gmail.com","","","","","Số 142, ngõ 3, phố Đốc Thọ Lão, phường Hai Bà Trưng, Hà Nội","","","","","","","0105488828","","2026-02-09 17:53:40"
"Công ty CP Quản lý Đầu tư Dreamtree","","","","","","","","","Vietnam","","","","","","","2025-04-06 12:25:26"
"CÔNG TY CP QUẢN LÝ ĐẦU TƯ DREAMTREE","","","","","","","","","Vietnam","","","","","","","2025-01-21 21:25:21"
"CÔNG TY CP QUẢN LÝ KS VÀ DỊCH VỤ MANDALA","","hoangnv@apec.com.vn","","","","","Tầng M, TTTM Grand Plaza, 117 Trần Duy Hưng, P. Trung Hòa, Q. Cầu Giấy, TP. Hà Nội","","","","","","","0108129263","","2024-09-07 11:53:39"
"CÔNG TY CP QUÂN NGUYÊN","","","","","","","","","Vietnam","","","","","","","2024-08-31 18:18:47"
"Công ty CP Quốc tế Thiết bị nước và Công nghiệp T&T","","","","","","","","","Vietnam","","","","","","","2024-12-19 14:57:00"
"CÔNG TY CP RICHMOND REAL","","","","","","","","","Vietnam","","","","","","","2025-05-14 12:01:15"
"Công ty CP Sách và Thiết bị Giáo dục Miền","","","","","","","","","","","","","","","","2024-01-08 15:44:20"
"Công ty CP Sách và Thiết bị Giáo dục Miền Nam","","","","","","","","","","","","","","","","2024-01-08 15:44:22"
"CÔNG TY CP SAKOS","","","","","","","","","Vietnam","","","","","","","2025-06-21 23:26:43"
"CÔNG TY CP SẢN XUẤT CẤU KIỆN CÔNG NGHỆ CAO VIỆT NHẬT","","","","","","","","","Vietnam","","","","","","","2025-06-07 23:58:43"
"Công ty CP Shinec","","","","","","","","","Vietnam","","","","","","","2024-07-24 17:22:54"
"CÔNG TY CP SỢI HÒA THỌ - THĂNG BÌNH","","","","","","","","","Vietnam","","","","","","","2025-02-27 10:42:21"
"CÔNG TY CP SONG NGƯ SƠN","","Songnguson@gmail.com","","","","","Đảo Lan Châu, Phường Cửa Lò, Nghệ An","","","","Lưu trú ngắn ngày","Dịch vụ du lịch, lưu trú và ăn uống","","2901622786","Corporate","2025-07-08 13:50:35"
